]C?O?S?OKO?O??A?__??DC??A_H??_GAE?_?G?AHA???@_@?@???C??g???O?C?@O?G?????@W,ILP,3,0,3,000312231003212113221322121321231112313321323,100010001000010110001000101001001110010001000,100001100000101000110011010010100001000010010,010100010101000001000010000100010010101100101
]C?O?S?OKO?O??A?__??DC??A_H??_GAE?_?G?AHA???@_@?@???C??g???O?C?@O?G?????@W,ILP,14,0,10,000132132212031331213122023213123332213123121,010100100011001001000100000010100000011100101,001001001100100010000101010100010001100010010,001010010010010100111000101001001100000001000
]C?O?S?OKO?O??A?__??DC??A_H??_GAE?_?G?AHA???@_@?@???C??g???O?C?@O?G?????@W,ILP,5,0,20,000312312213213123111302121231321123203321323,001010010010010100111000101001001100000001000,001001001100100010000101010100010001100010010,010100100011001001000100000010100000011100101
]C?O?S?OKO?O??A?__??DC??A_H??_GAE?_?G?AHA???@_@?@???C??g???O?C?@O?G?????@W,ILP,4,1,9,321000321122132313230120312132213231132132131,001100001100100010000100010100010001100100101,010010010011001000100011001001100100001000001,100010100000010101011000100010001010010100010
]C?O?S?OKO?O??A?__??DC??A_H??_GAE?_?G?AHA???@_@?@???C??g???O?C?@O?G?????@W,ILP,3,1,26,321000321122132313233122312132213231132301032,001100001100100010000100010100010001100100101,010010010011001000100011001001100100001000001,100010100000010101011000100010001010010100010
]C?O?S?OKO?O??A?__??DC??A_H??_GAE?_?G?AHA???@_@?@???C??g???O?C?@O?G?????@W,ILP,4,1,28,132000132233213121311232123213320312213123120,100010100000010101011000100010001010010100010,001001001100100010000101010100010001100010010,010010010011001000100011001001100100001000001
]C?O?S?OKO?O??A?__??DC??A_H??_GAE?_?G?AHA???@_@?@???C??g???O?C?@O?G?????@W,ILP,12,2,18,213132000311232131223122323123213032011123121,010100010101000001000010000100010010101100101,100001100000101000110011010010100001000010010,100010001000010110001000101001001110010001000
]C?O?S?OKO?O??A?__??DC??A_H??_GAE?_?G?AHA???@_@?@???C??g???O?C?@O?G?????@W,ILP,12,2,21,321321000213121323111322312321132120202311323,001001010010101000111000010001100100000011000,010010100010010110000101001010001000011000010,001100001101000001000100100100010001100100101
]C?O?S?OKO?O??A?__??DC??A_H??_GAE?_?G?AHA???@_@?@???C??g???O?C?@O?G?????@W,ILP,12,2,22,213132000312311212303122213213323323110123121,010100001010011010000100010010000000110100101,100001100000100100110011010100010001000010010,001010010100100010001000001001101110001001000
]C?O?S?OKO?O??A?__??DC??A_H??_GAE?_?G?AHA???@_@?@???C??g???O?C?@O?G?????@W,ILP,16,3,5,021213213003120013221323321321131112331231232,001010010100100010001000001001101110001001000,100100100000100100110010010100010001000100101,010001001010011010000101010010000000110010010
]C?O?S?OKO?O??A?__??DC??A_H??_GAE?_?G?AHA???@_@?@???C??g???O?C?@O?G?????@W,ILP,3,3,16,032321321003123213222311212132312200133312313,001001001100100010000101010100010001100010010,001010010010010100111000101001001100000001000,010100100011001001000100000010100000011100101
]C?O?S?OKO?O??A?__??DC??A_H??_GAE?_?G?AHA???@_@?@???C??g???O?C?@O?G?????@W,ILP,13,4,7,231312312130002303201322121321131112233321323,001010001101000000101000101001101101000001000,100001010000011001010011100010000010100010010,010100100011000101000100000100010000011100101
]C?O?S?OKO?O??A?__??DC??A_H??_GAE?_?G?AHA???@_@?@???C??g???O?C?@O?G?????@W,ILP,3,4,10,302321321210001321332131032312232223112312313,010001001010011010000101010010000000110010010,001010010100100010001000001001101110001001000,100100100000100100110010010100010001000100101
]C?O?S?OKO?O??A?__??DC??A_H??_GAE?_?G?AHA???@_@?@???C??g???O?C?@O?G?????@W,ILP,16,4,13,123132132320002123113212121013031231323321123,100100001001000100100010101100001101000001100,010001100011001001000101000010100000011010010,001010010100010001011000100001010010100100001
]C?O?S?OKO?O??A?__??DC??A_H??_GAE?_?G?AHA???@_@?@???C??g???O?C?@O?G?????@W,ILP,3,5,14,321213123023120013223121321123300331231233212,001010100100100010000101001010101001001000010,010100010010011000110010010010000000100100101,100001001001001001001000100001100110010011000
]C?O?S?OKO?O??A?__??DC??A_H??_GAE?_?G?AHA???@_@?@???C??g???O?C?@O?G?????@W,ILP,3,5,19,321231321022130013233121312213032231032312213,001001001100100010000101010100010001100010010,010100010011000100100010001100001100001001100,100010100000010101011000100001010010010100001
]C?O?S?OKO?O??A?__??DC??A_H??_GAE?_?G?AHA???@_@?@???C??g???O?C?@O?G?????@W,ILP,5,6,7,231213213310232100003121131123231132332233212,001010010010100110000101001100001100001000010,100100100000101000110010010010100001000100101,010001001100010010001000010001010010110011000
]C?O?S?OKO?O??A?__??DC??A_H??_GAE?_?G?AHA???@_@?@???C??g???O?C?@O?G?????@W,ILP,17,6,11,321321312212311300012131100312232223123312313,010001001010011010000101010010000000110010010,001010010100100010001000001001101110001001000,100100100000100100110010010100010001000100101
]C?O?S?OKO?O??A?__??DC??A_H??_GAE?_?G?AHA???@_@?@???C??g???O?C?@O?G?????@W,ILP,14,6,17,321321321122313200031022132231312201132311323,010001001100010010001000010001010010110011000,001010010010100110000101001100001100001000010,100100100000101000110010010010100001000100101
]C?O?S?OKO?O??A?__??DC??A_H??_GAE?_?G?AHA???@_@?@???C??g???O?C?@O?G?????@W,ILP,4,7,22,213132230310211201203122323213323332110123121,010100001010011010000100010010000000110100101,100001100000100100110011010100010001000010010,001010010100100010001000001001101110001001000
]C?O?S?OKO?O??A?__??DC??A_H??_GAE?_?G?AHA???@_@?@???C??g???O?C?@O?G?????@W,ILP,18,8,9,231031132133122323110000212321113321223311232,001001100100100000111000010001110001000011000,010100001010011010000100010010000000110100101,100010010000100110000011001100001110001000010
