S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,12,0,4,000123012321012323131232131123,100100010001010000101000101100,001100100010001001010011000010,010001001100100100110000010001
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,12,0,4,000123013132023233112321231123,010010100100000100001101001100,001010010001110010000010100010,100001001010001011000100010001
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,3,0,4,000123013123023321331121231123,100100010100000001001101001100,010010100010010010000010110100,100001001001001100110000010001
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,12,0,4,000123021312021323113321223213,001100100010001001010011000010,100010010001010010000010110100,010001001100100100110000010001
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,13,0,4,000123031312021233112231332312,010100001010110000110000010001,100010001001001100001101000010,100001010100000011000010110100
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,12,0,4,000123031312021231321121323312,100100001010001001001101000010,001010010001110010000010100010,010001100100000100101000101100
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,3,0,4,000123021312021321331121223213,100100001010001001001101000010,100010010001010010000010110100,010001001100100100110000010001
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,13,0,4,000123023213013321313212312231,100100010100000001010011010100,001010010001110010000100001001,100001001001001100101000100010
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,12,0,4,000123023213013321331212132213,001001010100100011000010100010,010010100100000100001101001100,100001001001001100110000010001
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,3,0,4,000123013231013233121322131123,100100010001010000101000101100,001010100001001100010011000010,100001001010001011000100010001
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,3,0,4,000123032312012233112232331321,010100001010110000110000010001,100010001001001100001101000010,100001010100000011000010110100
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,9,0,4,000123032312012231312212313321,010100001010110000110000010001,100010001001001100001101000010,100001010100000011000010110100
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,12,0,4,000123013132023231321121321132,100100010100000001001101001100,010001001100100100110000010001,001001100010001011000010100010
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,9,0,4,000123013132023231312211312132,100100010100000001010011010100,001010010001110010000100001001,100001001001001100101000100010
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,3,0,4,000123013123023321313211312132,100100010100000001010011010100,010010001010110010000100010001,100001001001001100101000100010
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,8,0,8,000123213230113230321122321231,001010010001110010000100001001,010010100100000100010011010100,100001001001001100101000100010
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,12,0,8,000123321210113320131232132213,010100001010110000101000100010,100100010100000001010011010100,001001100001001100110000001001
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,3,0,8,000123231210113230121322123213,010100001010110000101000100010,010010100100000100010011010100,001001010100100011000100001001
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,12,0,8,000123312320112320313212313321,001010010001110010000100001001,100100001010001001001101000010,010001100100000100101000101100
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,8,0,8,000123213230113230312212312231,001100010001110000110000001001,010010100100000100001101001100,001001100010001011000010100010
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,3,0,8,000123231210113230112232312231,010100001010110000110000010001,010010100100000100001101001100,001001010100100011000010100010
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,8,0,8,000123321210113320113232312231,010100001010110000110000010001,100100010100000001001101001100,001001100010001011000010100010
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,8,0,8,000123312120223320113231321132,100100010100000001010011010100,010010001010110010000100010001,100001001001001100101000100010
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,3,0,8,000123312320221320313211323312,001100100010001001010011000010,010010001010110010000100010001,010001100100000100101000101100
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,3,0,14,000123123312221321310211302312,001100100010001001010011000010,001010010001110010000100001001,010001001100100100101000100010
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,12,0,14,000123312132223233110231301132,100100010001010000101000101100,010010001100100100001101000010,001001100010001011000010100010
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,3,0,14,000123231312312233120322103123,010100100010010000101000101100,001010100001001100010011000010,001001010100100011000100001001
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,8,0,14,000123321312221323110231302312,100100001010001001001101000010,001010010001110010000100001001,010001100100000100101000101100
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,8,0,14,000123132312221231310211303312,001100100010001001010011000010,010010001010110010000100010001,010001100100000100101000101100
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,12,0,14,000123231312321233110321203213,100010001001001100001101000010,010010100010010010000010110100,001001010100100011000100001001
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,8,0,14,000123231312112231320122303321,010100001010110000110000010001,001010100001001100010011000010,100001010100000011000010110100
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,8,0,14,000123312321112323110232301321,001100010001110000110000001001,100010001001001100001101000010,100001010100000011000010110100
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,3,0,14,000123312231113233110232301231,001100010001110000110000001001,010010100100000100001101001100,001001100010001011000010100010
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,9,1,6,123000213123332001312211312132,100100010100000001010011010100,001001100010001011000100001001,010100001010110000101000100010
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,12,1,6,123000213123332001321121321132,100100010100000001001101001100,010001001100100100110000010001,001010010001110010000010100010
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,12,1,6,123000231123332001332121213123,010010001100100100001101000010,001001100010001011000010100010,001100010001110000110000001001
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,3,1,6,123000231213331001331121223213,100100001010001001001101000010,010010100100000100010011010100,001100010001110000110000001001
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,12,1,6,123000321213231001321121323312,100100001010001001001101000010,010001001100100100110000010001,001010010001110010000010100010
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,3,1,6,123000312123223001212311213123,100100010100000001010011010100,010100001010110000101000100010,001001100001001100110000001001
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,12,1,6,123000312321221003221313123312,001001100010001011000010100010,010100001010110000110000010001,010010100100000100001101001100
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,13,1,6,123000312321221003212313213321,100100010100000001010011010100,010100001010110000101000100010,001001100010001011000100001001
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,12,1,6,123000213321312003121323121132,100100010001010000101000101100,001001100010001011000100001001,010010001100100100001101000010
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,9,1,6,123000213321321003212313212231,100001001001001100110000010001,010100100010010000101000101100,001100010100100001010011000010
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,3,1,6,123000312123223001221131321132,100100010100000001001101001100,010100001010110000110000010001,001010100001001100010011000010
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,3,1,6,123000312231213003131233121132,100100010001010000101000101100,010001001100100100110000010001,001100100010001001010011000010
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,13,1,6,123000231321312003132233112132,100001001001001100110000010001,010100100010010000101000101100,001100010100100001010011000010
S?gQ@eOOGC?AP??BO@@?GB????o?E???[,ILP,3,1,6,123000231321321003232133212231,100001001001001100110000010001,010100100010010000101000101100,001100010100100001010011000010
